comparisons,target_fwer,two_sided_z_threshold,realized_fwer
1.0,0.05,1.9599639845400536,0.050000000000000044
10.0,0.05,2.7996252193010864,0.05000000000000149
100.0,0.05,3.473978869154039,0.05000000000000171
1000.0,0.05,4.0496605495541695,0.050000000000053224
