regularization,estimate_norm,measurement_residual,source_error_to_declared_generator
1e-06,1.5468150455217666,1.4342724383013667e-05,0.8526146770133812
0.0001,1.5340485980696605,0.0014013865219692266,0.8528875747025878
0.01,1.2400329623434065,0.04688292988781979,1.0689791528970978
0.1,0.9925324415617318,0.16166266871276874,1.2697176785966322
1.0,0.5772815327811877,0.521443172851853,1.497644840034575
