youden,amplification,latent_error_from_proxy_error
0.05,19.999999999999982,0.39999999999999963
0.1,9.999999999999991,0.19999999999999982
0.2,5.000000000000001,0.10000000000000002
0.3,3.333333333333333,0.06666666666666667
0.5,2.0,0.04
0.75,1.3333333333333333,0.026666666666666665
0.9,1.1111111111111112,0.022222222222222223
