transform_determinant,original_information,transformed_information,absolute_information_difference,original_gls_estimate,transformed_gls_estimate,absolute_estimate_difference
1.1,0.6156957928802589,0.6156957928802586,3.3306690738754696e-16,0.7624178712220763,0.7624178712220766,3.3306690738754696e-16
