candidate,determinant_lemma_gain,direct_logdet_gain,updated_determinant
strong_direction,0.09531017980432487,0.09531017980432477,11.000000000000002
weak_direction,0.6931471805599453,0.6931471805599454,20.000000000000007
mixed_direction,0.4382549309311552,0.438254930931155,15.499999999999998
