comparisons,target_fwer,two_sided_z_threshold,union_bound_fwer,independent_exact_fwer
1.0,0.05,1.9599639845400536,0.05000000000000008,0.050000000000000044
10.0,0.05,2.8070337683438114,0.04999999999999892,0.04888986953422714
100.0,0.05,3.4807564043462422,0.049999999999994514,0.04878246975766576
1000.0,0.05,4.055626981121907,0.05000000000010585,0.04877176457505983
