perturbation_operator_norm,sensor_mismatch,upper_bound,bound_ratio
0.0,0.0,0.0,0.0
0.0009999999999999998,0.000707612545020165,0.0014764823060233398,0.4792556891020266
0.009999999999999998,0.007076125450201536,0.014764823060233398,0.4792556891020188
0.049999999999999996,0.03538062725100816,0.073824115301167,0.4792556891020252
0.09999999999999999,0.070761254502016,0.147648230602334,0.47925568910202304
